,시간,연도,연휴이름,연휴이름코드,연휴기간,연휴기간코드,출발지역,출발지역코드,도착지역,도착지역코드,방향,방향코드,소요시간
2367,05,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,81.896
2368,06,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,82.363
2369,07,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,82.519
2370,08,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,84.024
2371,09,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,86.53
2372,10,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,89.219
2373,11,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,94.808
2374,12,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,100.1
2375,13,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,107.291
2376,14,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,115.2
2377,15,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,123.18
2378,16,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,126.855
2379,17,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,130.347
2380,18,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,132.15
2381,19,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,131.389
2382,20,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,127.419
2383,21,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,120.347
2384,22,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,112.15
2385,23,2021,설날,2,D+1,5,대전,115 ,서울,101 ,귀경방향,2,112.366
2386,00,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,159.33
2387,01,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,152.454
2388,02,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,155.496
2389,03,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,154.329
2390,04,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,153.9
2391,05,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,172.592
2392,06,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,157.533
2393,07,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,158.841
2394,08,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,162.908
2395,09,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,169.703
2396,10,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,174.179
2397,11,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,179.775
2398,12,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,188.94
2399,13,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,227.196
2400,14,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,233.176
2401,15,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,234.926
2402,16,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,233.846
2403,17,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,233.38
2404,18,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,244.114
2405,19,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,235.626
2406,20,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,229.103
2407,21,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,231.058
2408,22,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,205.233
2409,23,2021,설날,2,D+1,5,대구,127 ,서울,101 ,귀경방향,2,195.242
2410,00,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,242.05
2411,01,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,269.727
2412,02,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,248.683
2413,03,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,248.8
2414,04,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,243.683
2415,05,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,242.416
2416,06,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,248.25
2417,07,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,253.339
2418,08,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,256.224
2419,09,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,260.541
2420,10,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,270.908
2421,11,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,289.4
2422,12,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,284.772
2423,13,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,300.324
2424,14,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,308.824
2425,15,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,306.142
2426,16,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,308.308
2427,17,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,316.708
2428,18,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,296.994
2429,19,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,323.766
2430,20,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,343.95
2431,21,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,323.8
2432,22,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,274.333
2433,23,2021,설날,2,D+1,5,부산,140 ,서울,101 ,귀경방향,2,291.1
2434,00,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,165.172
2435,01,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,164.483
2436,02,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,164.628
2437,03,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,176.099
2438,04,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,190.45
2439,05,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,204.589
2440,06,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,205.008
2441,07,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,202.462
2442,08,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,201.943
2443,09,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,207.463
2444,10,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,209.099
2445,11,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,214.783
2446,12,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,223.833
2447,13,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,234.394
2448,14,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,241.797
2449,15,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,239.492
2450,16,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,248.272
2451,17,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,249.991
2452,18,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,247.252
2453,19,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,243.175
2454,20,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,233.79
2455,21,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,244.289
2456,22,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,230.733
2457,23,2021,설날,2,D+1,5,광주,167 ,서울,101 ,귀경방향,2,230.033
2458,00,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,151.116
2459,01,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,126.339
2460,02,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,131.25
2461,03,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,132.374
2462,04,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,133.792
2463,05,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,135.2
2464,06,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,133.344
2465,07,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,142.912
2466,08,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,132.024
2467,09,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,134.866
2468,10,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,142.39
2469,11,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,139.633
2470,12,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,144.708
2471,13,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,150.337
2472,14,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,160.762
2473,15,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,171.246
2474,16,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,191.473
2475,17,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,183.033
2476,18,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,189.216
2477,19,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,185.283
2478,20,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,187.4
2479,21,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,183.536
2480,22,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,202.505
2481,23,2021,설날,2,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,189.011
2482,00,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,188.283
2483,01,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,188.266
2484,02,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,183.416
2485,03,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,176.27
2486,04,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,175.9
2487,05,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,181.572
2488,06,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,182.129
2489,07,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,181.674
2490,08,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,202.1
2491,09,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,208.966
2492,10,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,374.904
2493,11,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,355.94
2494,12,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,343.063
2495,13,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,364.862
2496,14,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,362.996
2497,15,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,343.55
2498,16,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,328.754
2499,17,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,326.208
2500,18,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,313.258
2501,19,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,291.658
2502,20,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,307.627
2503,21,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,321.774
2504,22,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,297.8
2505,23,2021,설날,2,D+1,5,목포,509 ,서울,101 ,귀경방향,2,298.7
2506,00,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,77.504
2507,01,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,77.494
2508,02,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,79.878
2509,03,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,81.972
2510,04,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,78.194
2511,05,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,82.555
2512,06,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,82.083
2513,07,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,80.106
2514,08,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,79.59
2515,09,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,82.002
2516,10,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,82.344
2517,11,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,83.828
2518,12,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,84.841
2519,13,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,86.561
2520,14,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,88.738
2521,15,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,91.169
2522,16,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,92.547
2523,17,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,93.616
2524,18,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,92.028
2525,19,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,91.436
2526,20,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,90.828
2527,21,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,89.688
2528,22,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,87.486
2529,23,2021,설날,2,D+2,6,서울,101 ,대전,115 ,귀성방향,1,91.844
2530,00,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,147.733
2531,01,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,151.924
2532,02,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,154.111
2533,03,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,154.654
2534,04,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,163.654
2535,05,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,173.466
2536,06,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,166.808
2537,07,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,165.62
2538,08,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,164.022
2539,09,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,167.583
2540,10,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,168.892
2541,11,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,167.108
2542,12,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,165.779
2543,13,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,167.762
2544,14,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,170.874
2545,15,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,174.143
2546,16,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,172.823
2547,17,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,173.413
2548,18,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,174.049
2549,19,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,171.64
2550,20,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,168.55
2551,21,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,165.204
2552,22,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,168.724
2553,23,2021,설날,2,D+2,6,서울,101 ,대구,127 ,귀성방향,1,165.183
2554,00,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,217.583
2555,01,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,221.833
2556,02,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,
2557,03,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,241.116
2558,04,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,238.566
2559,05,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,235.366
2560,06,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,232.15
2561,07,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,242.366
2562,08,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,257.383
2563,09,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,249.242
2564,10,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,246.125
2565,11,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,249.716
2566,12,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,260.425
2567,13,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,265.666
2568,14,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,270.958
2569,15,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,270.516
2570,16,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,254.105
2571,17,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,274.474
2572,18,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,283.933
2573,19,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,282.083
2574,20,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,249.841
2575,21,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,273.483
2576,22,2021,설날,2,D+2,6,서울,101 ,부산,140 ,귀성방향,1,271.433
2577,00,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,162.266
2578,01,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,159.4
2579,02,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,169.391
2580,03,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,201.566
2581,04,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,168.8
2582,05,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,173.742
2583,06,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,215.894
2584,07,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,176.55
2585,08,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,186.662
2586,09,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,181.358
2587,10,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,174.966
2588,11,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,174.5
2589,12,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,177.766
2590,13,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,181.933
2591,14,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,182.095
2592,15,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,183.014
2593,16,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,184.797
2594,17,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,186.519
2595,18,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,185.472
2596,19,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,185.923
2597,20,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,184.233
2598,21,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,181.821
2599,22,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,188.233
2600,23,2021,설날,2,D+2,6,서울,101 ,광주,167 ,귀성방향,1,173.733
2601,01,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,120.566
2602,03,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,152.183
2603,04,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,152.366
2604,05,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,152.55
2605,06,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,142.283
2606,07,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,144.966
2607,08,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,142.233
2608,09,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,140.975
2609,10,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,139.446
2610,11,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,138.65
2611,12,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,138.216
2612,13,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,136.837
2613,14,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,136.042
2614,15,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,135.0
2615,16,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,134.291
2616,17,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,132.488
2617,18,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,131.816
2618,19,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,130.511
2619,20,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,129.572
2620,21,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,128.308
2621,22,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,128.7
2622,23,2021,설날,2,D+2,6,서울,101 ,강릉,189 ,귀성방향,1,129.333
2623,00,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,208.892
2624,01,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,237.077
2625,02,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,215.216
2626,03,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,227.708
2627,04,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,228.358
2628,05,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,219.516
2629,06,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,210.966
2630,07,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,214.819
2631,08,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,213.972
2632,09,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,215.19
2633,10,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,217.03
2634,11,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,219.811
2635,12,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,223.373
2636,13,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,226.106
2637,14,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,228.066
2638,15,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,224.187
2639,16,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,223.525
2640,17,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,228.696
2641,18,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,226.916
2642,19,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,225.333
2643,20,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,217.394
2644,21,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,224.041
2645,22,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,212.616
2646,23,2021,설날,2,D+2,6,서울,101 ,목포,509 ,귀성방향,1,213.166
2647,00,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,84.843
2648,01,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,85.37
2649,02,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,89.058
2650,03,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,85.316
2651,04,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,84.486
2652,05,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,86.346
2653,06,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,83.813
2654,07,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,82.741
2655,08,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,82.705
2656,09,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,82.744
2657,10,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,83.925
2658,11,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,85.472
2659,12,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,89.655
2660,13,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,95.305
2661,14,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,101.641
2662,15,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,105.644
2663,16,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,111.172
2664,17,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,113.636
2665,18,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,114.961
2666,19,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,111.719
2667,20,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,107.858
2668,21,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,102.786
2669,22,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,97.897
2670,23,2021,설날,2,D+2,6,대전,115 ,서울,101 ,귀경방향,2,95.844
2671,00,2021,설날,2,D+2,6,대구,127 ,서울,101 ,귀경방향,2,156.83
2672,01,2021,설날,2,D+2,6,대구,127 ,서울,101 ,귀경방향,2,158.063
2673,02,2021,설날,2,D+2,6,대구,127 ,서울,101 ,귀경방향,2,155.9
2674,03,2021,설날,2,D+2,6,대구,127 ,서울,101 ,귀경방향,2,154.491
